#processed=recalibrated
#recalibration_method=auto
#sample=pure water, later delay time (synthetic example)
m/z,intensity
1.106583,0.0115591
1.107191,0.0154792
1.107799,0.0091742
1.108408,0.0092895
1.109017,0.0095862
1.109628,0.0082171
1.110239,0.0143877
1.110850,0.0079234
1.111463,0.0158222
1.112076,0.0117580
1.112690,0.0132066
1.113304,0.0102084
1.113920,0.0095777
1.114535,0.0090530
1.115152,0.0080191
1.115769,0.0114857
1.116387,0.0129094
1.117006,0.0119774
1.117626,0.0125911
1.118246,0.0155494
1.118866,0.0106803
1.119488,0.0116442
1.120110,0.0105649
1.120733,0.0096109
1.121357,0.0126935
1.121981,0.0092014
1.122606,0.0107086
1.123232,0.0126531
1.123858,0.0135510
1.124486,0.0098766
1.125113,0.0139892
1.125742,0.0108618
1.126371,0.0074386
1.127001,0.0099864
1.127632,0.0108635
1.128263,0.0138067
1.128895,0.0129139
1.129528,0.0137288
1.130161,0.0168892
1.130796,0.0113633
1.131431,0.0097605
1.132066,0.0095223
1.132702,0.0070000
1.133339,0.0085225
1.133977,0.0116325
1.134615,0.0128381
1.135255,0.0113929
1.135894,0.0142395
1.136535,0.0114905
1.137176,0.0106793
1.137818,0.0100319
1.138461,0.0092565
1.139104,0.0075765
1.139748,0.0084387
1.140393,0.0125592
1.141038,0.0140878
1.141684,0.0149593
1.142331,0.0116169
1.142978,0.0114752
1.143627,0.0122640
1.144276,0.0081483
1.144925,0.0107391
1.145576,0.0072964
1.146227,0.0103213
1.146878,0.0116165
1.147531,0.0121656
1.148184,0.0127464
1.148838,0.0099418
1.149492,0.0141199
1.150147,0.0114071
1.150803,0.0110235
1.151460,0.0070000
1.152117,0.0070000
1.152775,0.0116871
1.153434,0.0070657
1.154094,0.0135879
1.154754,0.0137370
1.155415,0.0135405
1.156076,0.0138938
1.156739,0.0135789
1.157402,0.0116641
1.158065,0.0080531
1.158730,0.0081186
1.159395,0.0099042
1.160060,0.0108854
1.160727,0.0129783
1.161394,0.0163667
1.162062,0.0127310
1.162731,0.0101176
1.163400,0.0110602
1.164070,0.0119593
1.164741,0.0094138
1.165412,0.0127876
1.166084,0.0132980
1.166757,0.0108255
1.167430,0.0112397
1.168105,0.0134638
1.168780,0.0127851
1.169455,0.0121141
1.170131,0.0100611
1.170808,0.0113836
1.171486,0.0070000
1.172165,0.0088789
1.172844,0.0124768
1.173524,0.0105243
1.174204,0.0101266
1.174885,0.0123870
1.175567,0.0134431
1.176250,0.0120939
1.176933,0.0070000
1.177617,0.0070000
1.178302,0.0070000
1.178988,0.0075241
1.179674,0.0109540
1.180361,0.0146006
1.181048,0.0137686
1.181736,0.0103793
1.182425,0.0128227
1.183115,0.0116953
1.183805,0.0091551
1.184496,0.0096363
1.185188,0.0083047
1.185881,0.0070000
1.186574,0.0116553
1.187268,0.0125551
1.187962,0.0110011
1.188658,0.0104797
1.189354,0.0110647
1.190050,0.0091339
1.190748,0.0070000
1.191446,0.0082204
1.192144,0.0091465
1.192844,0.0131553
1.193544,0.0131495
1.194245,0.0122020
1.194947,0.0106060
1.195649,0.0126826
1.196352,0.0083321
1.197056,0.0086782
1.197760,0.0115837
1.198465,0.0070000
1.199171,0.0095552
1.199878,0.0136858
1.200585,0.0099819
1.201293,0.0139008
1.202001,0.0120417
1.202711,0.0103568
1.203421,0.0105051
1.204131,0.0123806
1.204843,0.0070000
1.205555,0.0094240
1.206268,0.0094629
1.206981,0.0127954
1.207696,0.0112689
1.208411,0.0146735
1.209126,0.0159079
1.209843,0.0110872
1.210560,0.0114410
1.211277,0.0090111
1.211996,0.0082577
1.212715,0.0116747
1.213435,0.0132805
1.214155,0.0144161
1.214877,0.0151904
1.215599,0.0093423
1.216321,0.0122051
1.217045,0.0117469
1.217769,0.0096152
1.218494,0.0084238
1.219219,0.0088501
1.219945,0.0081760
1.220672,0.0126002
1.221400,0.0134297
1.222128,0.0107786
1.222857,0.0120662
1.223587,0.0102061
1.224317,0.0102391
1.225048,0.0099240
1.225780,0.0070000
1.226513,0.0070570
1.227246,0.0095195
1.227980,0.0122187
1.228714,0.0102850
1.229450,0.0105299
1.230186,0.0128570
1.230922,0.0107614
1.231660,0.0092969
1.232398,0.0098452
1.233137,0.0094855
1.233876,0.0081280
1.234617,0.0107286
1.235358,0.0096864
1.236099,0.0098853
1.236842,0.0117610
1.237585,0.0089744
1.238328,0.0116160
1.239073,0.0110773
1.239818,0.0098498
1.240564,0.0082451
1.241310,0.0118904
1.242058,0.0103850
1.242806,0.0106072
1.243554,0.0132380
1.244304,0.0104184
1.245054,0.0090081
1.245804,0.0094920
1.246556,0.0101821
1.247308,0.0093277
1.248061,0.0080465
1.248815,0.0105290
1.249569,0.0102475
1.250324,0.0111006
1.251079,0.0095205
1.251836,0.0126724
1.252593,0.0117487
1.253351,0.0121828
1.254109,0.0077125
1.254868,0.0084555
1.255628,0.0112917
1.256389,0.0098104
1.257150,0.0108003
1.257912,0.0110114
1.258675,0.0119858
1.259438,0.0139923
1.260203,0.0097685
1.260967,0.0089094
1.261733,0.0070311
1.262499,0.0079735
1.263266,0.0082306
1.264034,0.0102178
1.264802,0.0093471
1.265571,0.0131809
1.266341,0.0096419
1.267111,0.0111372
1.267882,0.0097421
1.268654,0.0080136
1.269427,0.0098672
1.270200,0.0093185
1.270974,0.0083445
1.271749,0.0108065
1.272524,0.0129767
1.273300,0.0108126
1.274077,0.0113386
1.274854,0.0112271
1.275632,0.0104668
1.276411,0.0087108
1.277191,0.0084275
1.277971,0.0085144
1.278752,0.0084293
1.279534,0.0110682
1.280316,0.0121068
1.281099,0.0112028
1.281883,0.0117236
1.282668,0.0101004
1.283453,0.0100874
1.284239,0.0107815
1.285025,0.0078773
1.285812,0.0101768
1.286600,0.0085887
1.287389,0.0112838
1.288179,0.0109402
1.288969,0.0112174
1.289760,0.0091864
1.290551,0.0094383
1.291343,0.0090757
1.292136,0.0102208
1.292930,0.0088151
1.293724,0.0089983
1.294519,0.0110951
1.295315,0.0089263
1.296111,0.0101529
1.296908,0.0117770
1.297706,0.0121770
1.298505,0.0101111
1.299304,0.0106159
1.300104,0.0111360
1.300905,0.0085482
1.301706,0.0086357
1.302508,0.0085247
1.303311,0.0115653
1.304114,0.0125860
1.304918,0.0114961
1.305723,0.0109582
1.306529,0.0099636
1.307335,0.0076723
1.308142,0.0078763
1.308950,0.0093565
1.309758,0.0077002
1.310567,0.0106306
1.311377,0.0106191
1.312187,0.0117767
1.312998,0.0099984
1.313810,0.0095652
1.314623,0.0102567
1.315436,0.0111570
1.316250,0.0070000
1.317065,0.0087724
1.317880,0.0117981
1.318696,0.0092799
1.319513,0.0099292
1.320331,0.0120349
1.321149,0.0117270
1.321968,0.0092563
1.322787,0.0089486
1.323608,0.0093521
1.324429,0.0077987
1.325250,0.0094610
1.326073,0.0103300
1.326896,0.0100186
1.327720,0.0090714
1.328544,0.0127865
1.329370,0.0126539
1.330196,0.0080798
1.331022,0.0071616
1.331849,0.0081895
1.332678,0.0093752
1.333506,0.0092331
1.334336,0.0109835
1.335166,0.0125968
1.335997,0.0091061
1.336828,0.0113413
1.337660,0.0109286
1.338493,0.0108651
1.339327,0.0085451
1.340161,0.0084135
1.340996,0.0071892
1.341832,0.0074948
1.342669,0.0080958
1.343506,0.0103047
1.344344,0.0102592
1.345182,0.0128461
1.346022,0.0086811
1.346862,0.0079759
1.347702,0.0099378
1.348544,0.0091965
1.349386,0.0087994
1.350229,0.0104121
1.351072,0.0098708
1.351916,0.0094997
1.352761,0.0106839
1.353607,0.0109861
1.354453,0.0100083
1.355300,0.0101208
1.356148,0.0104311
1.356996,0.0088027
1.357845,0.0107474
1.358695,0.0094532
1.359546,0.0093256
1.360397,0.0088324
1.361249,0.0088390
1.362101,0.0112947
1.362955,0.0082552
1.363809,0.0086486
1.364663,0.0087958
1.365519,0.0094658
1.366375,0.0096409
1.367232,0.0101746
1.368089,0.0110867
1.368948,0.0094674
1.369806,0.0108109
1.370666,0.0113604
1.371526,0.0093844
1.372387,0.0082782
1.373249,0.0095248
1.374112,0.0076311
1.374975,0.0080585
1.375839,0.0113813
1.376703,0.0105756
1.377569,0.0112035
1.378435,0.0114720
1.379301,0.0097392
1.380169,0.0091943
1.381037,0.0109042
1.381905,0.0093858
1.382775,0.0070000
1.383645,0.0088646
1.384516,0.0115663
1.385388,0.0113030
1.386260,0.0107856
1.387133,0.0107078
1.388006,0.0100857
1.388881,0.0101806
1.389756,0.0098949
1.390632,0.0075020
1.391508,0.0077437
1.392385,0.0109574
1.393263,0.0099316
1.394142,0.0095908
1.395021,0.0094174
1.395901,0.0106621
1.396782,0.0093237
1.397663,0.0101172
1.398546,0.0073496
1.399428,0.0079007
1.400312,0.0072953
1.401196,0.0086337
1.402081,0.0110347
1.402967,0.0094945
1.403853,0.0118223
1.404740,0.0090442
1.405628,0.0087428
1.406516,0.0081447
1.407405,0.0079564
1.408295,0.0102078
1.409186,0.0080570
1.410077,0.0091181
1.410969,0.0109201
1.411862,0.0107118
1.412755,0.0095825
1.413649,0.0099806
1.414544,0.0112250
1.415439,0.0074318
1.416335,0.0082364
1.417232,0.0084959
1.418130,0.0083843
1.419028,0.0091017
1.419927,0.0119173
1.420827,0.0114727
1.421727,0.0100156
1.422628,0.0113353
1.423530,0.0097531
1.424433,0.0090269
1.425336,0.0086905
1.426240,0.0089878
1.427144,0.0108199
1.428050,0.0093657
1.428956,0.0104069
1.429862,0.0108100
1.430770,0.0103003
1.431678,0.0084207
1.432587,0.0093005
1.433496,0.0081313
1.434406,0.0084575
1.435317,0.0082621
1.436229,0.0082396
1.437141,0.0091849
1.438054,0.0113928
1.438968,0.0104309
1.439882,0.0100923
1.440798,0.0094735
1.441713,0.0087267
1.442630,0.0080774
1.443547,0.0075774
1.444465,0.0076462
1.445384,0.0108466
1.446303,0.0104547
1.447223,0.0104934
1.448144,0.0104547
1.449065,0.0104210
1.449988,0.0097748
1.450910,0.0092345
1.451834,0.0077767
1.452758,0.0091945
1.453683,0.0080510
1.454609,0.0095690
1.455535,0.0110265
1.456462,0.0113850
1.457390,0.0105370
1.458319,0.0100019
1.459248,0.0091000
1.460178,0.0089176
1.461108,0.0091057
1.462039,0.0096061
1.462971,0.0094254
1.463904,0.0108647
1.464838,0.0109854
1.465772,0.0098586
1.466706,0.0092161
1.467642,0.0112449
1.468578,0.0095676
1.469515,0.0080955
1.470453,0.0077261
1.471391,0.0081590
1.472330,0.0083290
1.473270,0.0093225
1.474210,0.0105647
1.475151,0.0094754
1.476093,0.0089351
1.477036,0.0095222
1.477979,0.0094612
1.478923,0.0070894
1.479867,0.0090962
1.480813,0.0095113
1.481759,0.0086926
1.482706,0.0102214
1.483653,0.0092876
1.484601,0.0094113
1.485550,0.0099301
1.486500,0.0091196
1.487450,0.0087213
1.488401,0.0083891
1.489352,0.0094100
1.490305,0.0099207
1.491258,0.0084947
1.492212,0.0100116
1.493166,0.0100367
1.494121,0.0089826
1.495077,0.0091027
1.496034,0.0107670
1.496991,0.0081846
1.497949,0.0102146
1.498908,0.0090629
1.499867,0.0096853
1.500827,0.0107328
1.501788,0.0092958
1.502749,0.0105407
1.503712,0.0082813
1.504674,0.0087694
1.505638,0.0096944
1.506602,0.0083999
1.507567,0.0083575
1.508533,0.0089342
1.509499,0.0077600
1.510467,0.0106776
1.511434,0.0101830
1.512403,0.0104747
1.513372,0.0108544
1.514342,0.0101139
1.515313,0.0096174
1.516284,0.0082539
1.517256,0.0094461
1.518229,0.0093570
1.519202,0.0086611
1.520176,0.0084228
1.521151,0.0102407
1.522127,0.0097448
1.523103,0.0091188
1.524080,0.0089041
1.525058,0.0083090
1.526036,0.0087267
1.527015,0.0090487
1.527995,0.0100067
1.528975,0.0096857
1.529956,0.0097714
1.530938,0.0103818
1.531921,0.0093249
1.532904,0.0101456
1.533888,0.0082329
1.534873,0.0078963
1.535858,0.0094675
1.536844,0.0098814
1.537831,0.0094639
1.538818,0.0101160
1.539807,0.0109945
1.540795,0.0105384
1.541785,0.0091020
1.542775,0.0100974
1.543766,0.0083351
1.544758,0.0084230
1.545750,0.0086435
1.546744,0.0090045
1.547737,0.0070000
1.548732,0.0088842
1.549727,0.0100206
1.550723,0.0094881
1.551720,0.0098258
1.552717,0.0109791
1.553715,0.0088180
1.554714,0.0076999
1.555713,0.0086700
1.556713,0.0093908
1.557714,0.0092530
1.558716,0.0088372
1.559718,0.0104618
1.560721,0.0101691
1.561724,0.0093706
1.562729,0.0084940
1.563734,0.0088685
1.564739,0.0070000
1.565746,0.0091080
1.566753,0.0077899
1.567761,0.0100667
1.568769,0.0107450
1.569779,0.0108599
1.570789,0.0089633
1.571799,0.0086098
1.572811,0.0085382
1.573823,0.0093022
1.574835,0.0086935
1.575849,0.0098665
1.576863,0.0093458
1.577878,0.0089170
1.578894,0.0097572
1.579910,0.0106436
1.580927,0.0095647
1.581945,0.0095119
1.582963,0.0085966
1.583982,0.0088059
1.585002,0.0077336
1.586022,0.0101736
1.587043,0.0091510
1.588065,0.0106330
1.589088,0.0097063
1.590111,0.0100413
1.591135,0.0094450
1.592160,0.0090395
1.593185,0.0084316
1.594212,0.0091080
1.595238,0.0093629
1.596266,0.0083357
1.597294,0.0096238
1.598323,0.0095573
1.599353,0.0097218
1.600383,0.0107317
1.601414,0.0087241
1.602446,0.0084204
1.603478,0.0073585
1.604511,0.0070000
1.605545,0.0089025
1.606580,0.0080530
1.607615,0.0088176
1.608651,0.0080992
1.609687,0.0087284
1.610725,0.0111589
1.611763,0.0099073
1.612802,0.0096987
1.613841,0.0074293
1.614881,0.0072870
1.615922,0.0081771
1.616964,0.0090375
1.618006,0.0095910
1.619049,0.0092930
1.620093,0.0093204
1.621137,0.0106221
1.622182,0.0076200
1.623228,0.0079421
1.624274,0.0084100
1.625322,0.0093786
1.626369,0.0097983
1.627418,0.0089149
1.628467,0.0087763
1.629517,0.0089487
1.630568,0.0091030
1.631619,0.0106319
1.632671,0.0087606
1.633724,0.0081587
1.634778,0.0074930
1.635832,0.0080978
1.636887,0.0083183
1.637943,0.0084257
1.638999,0.0092946
1.640056,0.0104414
1.641114,0.0086358
1.642172,0.0098284
1.643231,0.0087077
1.644291,0.0086704
1.645351,0.0072891
1.646413,0.0075174
1.647475,0.0087537
1.648537,0.0092123
1.649601,0.0094106
1.650665,0.0101108
1.651729,0.0098555
1.652795,0.0090508
1.653861,0.0082913
1.654928,0.0091498
1.655995,0.0077480
1.657064,0.0088747
1.658133,0.0095485
1.659202,0.0089155
1.660273,0.0077649
1.661344,0.0097276
1.662416,0.0095360
1.663488,0.0088020
1.664561,0.0093864
1.665635,0.0086413
1.666710,0.0086559
1.667785,0.0085265
1.668861,0.0100846
1.669938,0.0083338
1.671015,0.0111934
1.672093,0.0089496
1.673172,0.0102021
1.674251,0.0091684
1.675332,0.0082369
1.676412,0.0085701
1.677494,0.0079272
1.678576,0.0098949
1.679659,0.0091164
1.680743,0.0091603
1.681827,0.0096416
1.682913,0.0100094
1.683998,0.0082219
1.685085,0.0089275
1.686172,0.0092087
1.687260,0.0091851
1.688349,0.0083238
1.689438,0.0095188
1.690528,0.0093691
1.691619,0.0092530
1.692710,0.0100488
1.693802,0.0091764
1.694895,0.0086438
1.695989,0.0088193
1.697083,0.0088832
1.698178,0.0090869
1.699274,0.0086915
1.700370,0.0091310
1.701467,0.0090562
1.702565,0.0091662
1.703663,0.0084435
1.704762,0.0092598
1.705862,0.0096673
1.706963,0.0083667
1.708064,0.0079074
1.709166,0.0098743
1.710269,0.0087137
1.711372,0.0101525
1.712476,0.0098926
1.713581,0.0099378
1.714686,0.0091730
1.715793,0.0074593
1.716900,0.0096248
1.718007,0.0089956
1.719115,0.0094008
1.720224,0.0097259
1.721334,0.0089351
1.722444,0.0080980
1.723556,0.0083952
1.724667,0.0101983
1.725780,0.0112336
1.726893,0.0091725
1.728007,0.0090191
1.729122,0.0079168
1.730237,0.0087013
1.731353,0.0088148
1.732470,0.0091841
1.733587,0.0089036
1.734705,0.0086892
1.735824,0.0085232
1.736944,0.0087993
1.738064,0.0090612
1.739185,0.0087997
1.740306,0.0080626
1.741429,0.0079852
1.742552,0.0093300
1.743676,0.0087524
1.744800,0.0096158
1.745925,0.0086269
1.747051,0.0096027
1.748178,0.0083573
1.749305,0.0089457
1.750433,0.0080496
1.751561,0.0074972
1.752691,0.0083914
1.753821,0.0089758
1.754952,0.0098460
1.756083,0.0098846
1.757215,0.0089495
1.758348,0.0070000
1.759482,0.0091824
1.760616,0.0089374
1.761751,0.0090874
1.762887,0.0096097
1.764023,0.0079051
1.765160,0.0084740
1.766298,0.0095600
1.767436,0.0095924
1.768576,0.0114460
1.769716,0.0102751
1.770856,0.0081678
1.771997,0.0073217
1.773140,0.0093079
1.774282,0.0083062
1.775426,0.0086014
1.776570,0.0080339
1.777715,0.0099880
1.778860,0.0096940
1.780006,0.0090642
1.781153,0.0094409
1.782301,0.0070757
1.783449,0.0101344
1.784598,0.0081777
1.785748,0.0086457
1.786898,0.0086194
1.788050,0.0080149
1.789201,0.0084882
1.790354,0.0101414
1.791507,0.0089709
1.792661,0.0071636
1.793816,0.0099258
1.794971,0.0085602
1.796127,0.0091691
1.797284,0.0074637
1.798441,0.0083740
1.799600,0.0097337
1.800758,0.0086480
1.801918,0.0107326
1.803078,0.0092640
1.804239,0.0095224
1.805401,0.0089934
1.806563,0.0086654
1.807726,0.0082817
1.808890,0.0090245
1.810055,0.0072007
1.811220,0.0080432
1.812386,0.0085129
1.813552,0.0088516
1.814720,0.0091177
1.815888,0.0083992
1.817056,0.0079271
1.818226,0.0093243
1.819396,0.0091775
1.820567,0.0085723
1.821738,0.0098218
1.822910,0.0091581
1.824083,0.0088678
1.825257,0.0093175
1.826431,0.0080216
1.827606,0.0088402
1.828782,0.0092391
1.829958,0.0090985
1.831136,0.0083403
1.832313,0.0093925
1.833492,0.0088112
1.834671,0.0092658
1.835851,0.0086830
1.837032,0.0095654
1.838213,0.0100928
1.839395,0.0085880
1.840578,0.0081319
1.841761,0.0089125
1.842945,0.0075122
1.844130,0.0083892
1.845316,0.0094325
1.846502,0.0094930
1.847689,0.0095563
1.848877,0.0085953
1.850065,0.0088657
1.851254,0.0091881
1.852444,0.0092446
1.853634,0.0087000
1.854826,0.0074701
1.856017,0.0082171
1.857210,0.0094288
1.858403,0.0090017
1.859597,0.0096376
1.860792,0.0087923
1.861987,0.0091705
1.863183,0.0081468
1.864380,0.0074839
1.865578,0.0070198
1.866776,0.0099415
1.867975,0.0081494
1.869174,0.0087951
1.870375,0.0086664
1.871576,0.0079844
1.872778,0.0090352
1.873980,0.0100634
1.875183,0.0093004
1.876387,0.0081867
1.877591,0.0092919
1.878797,0.0084638
1.880003,0.0084571
1.881209,0.0094942
1.882417,0.0112614
1.883625,0.0094617
1.884833,0.0098977
1.886043,0.0088923
1.887253,0.0089044
1.888464,0.0072572
1.889675,0.0082436
1.890888,0.0094048
1.892100,0.0082817
1.893314,0.0107300
1.894528,0.0084478
1.895744,0.0089434
1.896959,0.0096554
1.898176,0.0082512
1.899393,0.0080666
1.900611,0.0083601
1.901829,0.0076464
1.903049,0.0083765
1.904269,0.0083041
1.905489,0.0089882
1.906711,0.0083883
1.907933,0.0094275
1.909156,0.0096136
1.910379,0.0079794
1.911603,0.0077820
1.912828,0.0080374
1.914054,0.0081914
1.915280,0.0101523
1.916507,0.0089838
1.917735,0.0085029
1.918963,0.0079983
1.920192,0.0094284
1.921422,0.0086481
1.922653,0.0090597
1.923884,0.0072153
1.925116,0.0087975
1.926348,0.0102163
1.927582,0.0088345
1.928816,0.0096237
1.930050,0.0086757
1.931286,0.0093262
1.932522,0.0084609
1.933759,0.0084847
1.934996,0.0089518
1.936234,0.0085600
1.937473,0.0086456
1.938713,0.0083817
1.939953,0.0097666
1.941194,0.0098622
1.942436,0.0097233
1.943679,0.0097220
1.944922,0.0083491
1.946166,0.0085805
1.947410,0.0091183
1.948656,0.0079084
1.949901,0.0075203
1.951148,0.0092711
1.952396,0.0083931
1.953644,0.0090999
1.954892,0.0078431
1.956142,0.0090395
1.957392,0.0083647
1.958643,0.0075531
1.959894,0.0085971
1.961147,0.0088760
1.962400,0.0084230
1.963653,0.0086124
1.964908,0.0099132
1.966163,0.0100494
1.967419,0.0083702
1.968675,0.0095481
1.969932,0.0090294
1.971190,0.0073043
1.972449,0.0074054
1.973708,0.0096795
1.974968,0.0083901
1.976229,0.0090222
1.977490,0.0097261
1.978752,0.0090776
1.980015,0.0089352
1.981279,0.0090239
1.982543,0.0088043
1.983808,0.0089620
1.985074,0.0088428
1.986340,0.0095893
1.987607,0.0090542
1.988875,0.0094843
1.990143,0.0093106
1.991412,0.0087105
1.992682,0.0089377
1.993953,0.0089201
1.995224,0.0102209
1.996496,0.0080358
1.997769,0.0087605
1.999042,0.0091170
2.000316,0.0083500
2.001591,0.0090713
2.002866,0.0098740
2.004142,0.0089411
2.005419,0.0093053
2.006697,0.0077697
2.007975,0.0083988
2.009254,0.0085940
2.010534,0.0084245
2.011814,0.0085425
2.013095,0.0088397
2.014377,0.0098634
2.015659,0.0091478
2.016943,0.0090859
2.018227,0.0086833
2.019511,0.0085311
2.020796,0.0089390
2.022082,0.0081492
2.023369,0.0088662
2.024657,0.0101588
2.025945,0.0103461
2.027234,0.0081991
2.028523,0.0097332
2.029813,0.0085870
2.031104,0.0070433
2.032396,0.0086152
2.033688,0.0085137
2.034981,0.0081118
2.036275,0.0087338
2.037569,0.0100045
2.038864,0.0070000
2.040160,0.0102469
2.041457,0.0084638
2.042754,0.0088941
2.044052,0.0085979
2.045351,0.0082240
2.046650,0.0094813
2.047950,0.0083321
2.049251,0.0080847
2.050552,0.0090128
2.051854,0.0092557
2.053157,0.0084636
2.054461,0.0102692
2.055765,0.0080414
2.057070,0.0084572
2.058376,0.0082975
2.059682,0.0083562
2.060989,0.0083312
2.062297,0.0087161
2.063605,0.0085793
2.064915,0.0094233
2.066224,0.0090531
2.067535,0.0084370
2.068846,0.0077447
2.070158,0.0081446
2.071471,0.0077667
2.072784,0.0086052
2.074098,0.0089809
2.075413,0.0091184
2.076729,0.0093407
2.078045,0.0087786
2.079362,0.0085660
2.080680,0.0099528
2.081998,0.0091525
2.083317,0.0089280
2.084637,0.0082911
2.085957,0.0073741
2.087278,0.0092366
2.088600,0.0086966
2.089922,0.0091240
2.091246,0.0086929
2.092570,0.0094547
2.093894,0.0086993
2.095220,0.0076718
2.096546,0.0077397
2.097872,0.0078937
2.099200,0.0087465
2.100528,0.0079872
2.101857,0.0091593
2.103186,0.0086000
2.104517,0.0092659
2.105848,0.0096174
2.107179,0.0088693
2.108512,0.0097691
2.109845,0.0073681
2.111178,0.0090687
2.112513,0.0089425
2.113848,0.0096249
2.115184,0.0098957
2.116520,0.0085753
2.117858,0.0081871
2.119196,0.0089830
2.120534,0.0093116
2.121874,0.0086259
2.123214,0.0096443
2.124555,0.0083134
2.125896,0.0074994
2.127238,0.0094828
2.128581,0.0091321
2.129925,0.0090551
2.131269,0.0102448
2.132614,0.0095242
2.133960,0.0079772
2.135306,0.0085018
2.136653,0.0082070
2.138001,0.0081773
2.139350,0.0093971
2.140699,0.0087248
2.142049,0.0084243
2.143399,0.0086413
2.144751,0.0084593
2.146103,0.0090150
2.147455,0.0078263
2.148809,0.0086031
2.150163,0.0098993
2.151518,0.0083905
2.152873,0.0085579
2.154230,0.0077818
2.155587,0.0087950
2.156944,0.0081932
2.158303,0.0092564
2.159662,0.0088427
2.161021,0.0081981
2.162382,0.0073948
2.163743,0.0082963
2.165105,0.0088718
2.166467,0.0088649
2.167831,0.0107585
2.169195,0.0085371
2.170559,0.0081740
2.171925,0.0111097
2.173291,0.0085237
2.174658,0.0079706
2.176025,0.0082251
2.177393,0.0076509
2.178762,0.0076154
2.180132,0.0087827
2.181502,0.0084510
2.182873,0.0100036
2.184245,0.0099970
2.185617,0.0084447
2.186990,0.0092115
2.188364,0.0083703
2.189738,0.0089216
2.191114,0.0085985
2.192490,0.0094052
2.193866,0.0087340
2.195244,0.0086031
2.196622,0.0086018
2.198000,0.0085058
2.199380,0.0089654
2.200760,0.0086628
2.202141,0.0076886
2.203522,0.0082299
2.204904,0.0076028
